episode,final_balance,cum_reward
622,1019.00,19.00
623,1013.00,13.00
624,1001.00,1.00
625,994.00,-6.00
626,995.00,-5.00
627,1005.00,5.00
628,992.00,-8.00
629,1010.00,10.00
630,1021.00,21.00
631,1021.00,21.00
632,995.00,-5.00
633,1006.00,6.00
634,1009.00,9.00
635,1004.00,4.00
636,1025.00,25.00
637,1014.00,14.00
638,999.00,-1.00
639,1019.00,19.00
640,1015.00,15.00
641,999.00,-1.00
642,1026.00,26.00
643,1022.00,22.00
644,997.00,-3.00
645,1008.00,8.00
646,1009.00,9.00
647,1027.00,27.00
648,1015.00,15.00
649,1025.00,25.00
650,996.00,-4.00
651,978.00,-22.00
652,1005.00,5.00
653,1010.00,10.00
654,1014.00,14.00
655,1016.00,16.00
656,994.00,-6.00
657,1003.00,3.00
658,1023.00,23.00
659,999.00,-1.00
660,1005.00,5.00
661,1026.00,26.00
662,1032.00,32.00
663,1020.00,20.00
664,1021.00,21.00
665,1025.00,25.00
666,1027.00,27.00
667,1015.00,15.00
668,1031.00,31.00
669,1019.00,19.00
670,1009.00,9.00
671,1025.00,25.00
672,1032.00,32.00
673,1028.00,28.00
674,1020.00,20.00
675,1023.00,23.00
676,996.00,-4.00
677,1025.00,25.00
678,1016.00,16.00
679,997.00,-3.00
680,1009.00,9.00
681,1020.00,20.00
682,1008.00,8.00
683,1001.00,1.00
684,1011.00,11.00
685,1010.00,10.00
686,1020.00,20.00
687,1014.00,14.00
688,1029.00,29.00
689,1009.00,9.00
690,1013.00,13.00
691,1017.00,17.00
692,999.00,-1.00
693,1023.00,23.00
694,1012.00,12.00
695,1019.00,19.00
696,1011.00,11.00
697,1030.00,30.00
698,1003.00,3.00
699,1005.00,5.00
700,1012.00,12.00
701,979.00,-21.00
702,1021.00,21.00
703,1022.00,22.00
704,1017.00,17.00
705,1004.00,4.00
706,980.00,-20.00
707,1011.00,11.00
708,1020.00,20.00
709,1023.00,23.00
710,1005.00,5.00
711,1018.00,18.00
712,1023.00,23.00
713,1017.00,17.00
714,1008.00,8.00
715,991.00,-9.00
716,997.00,-3.00
717,1013.00,13.00
718,1022.00,22.00
719,1007.00,7.00
720,1005.00,5.00
721,1014.00,14.00
722,1012.00,12.00
723,1017.00,17.00
