episode,final_balance,cum_reward
794,16490.00,15490.00
795,-360.00,-1360.00
796,6661.12,5661.12
797,-100.00,-1100.00
798,-353.68,-1353.68
799,0.00,-1000.00
800,-881.46,-1881.46
801,-559.00,-1559.00
802,-300.00,-1300.00
803,-300.00,-1300.00
804,16100.00,15100.00
805,-786.46,-1786.46
806,-827.92,-1827.92
807,-662.89,-1662.89
808,2730.29,1730.29
809,0.00,-1000.00
810,-795.88,-1795.88
811,0.00,-1000.00
812,0.00,-1000.00
813,-67.37,-1067.37
814,-190.00,-1190.00
815,-15.50,-1015.50
816,20.91,-979.09
817,0.00,-1000.00
818,-559.00,-1559.00
819,-100.00,-1100.00
820,-100.00,-1100.00
821,0.00,-1000.00
822,-200.00,-1200.00
823,17400.00,16400.00
824,-622.00,-1622.00
825,-559.00,-1559.00
826,0.00,-1000.00
827,0.00,-1000.00
828,-874.00,-1874.00
829,-211.52,-1211.52
830,-100.00,-1100.00
831,-280.00,-1280.00
832,-500.00,-1500.00
833,-383.10,-1383.10
834,-311.20,-1311.20
835,0.00,-1000.00
836,-404.80,-1404.80
837,-938.27,-1938.27
838,0.00,-1000.00
839,2958.40,1958.40
840,0.00,-1000.00
841,-729.86,-1729.86
842,20000.00,19000.00
843,0.00,-1000.00
844,0.00,-1000.00
845,-280.00,-1280.00
846,13220.00,12220.00
847,-280.00,-1280.00
848,-89.02,-1089.02
849,-370.00,-1370.00
850,0.00,-1000.00
851,-200.00,-1200.00
852,0.00,-1000.00
853,-300.00,-1300.00
854,-0.06,-1000.06
855,-200.00,-1200.00
856,-200.00,-1200.00
857,7007.16,6007.16
858,-784.00,-1784.00
859,12858.00,11858.00
860,-223.92,-1223.92
861,-100.00,-1100.00
862,0.00,-1000.00
863,-969.03,-1969.03
864,-352.00,-1352.00
865,-906.69,-1906.69
866,0.00,-1000.00
867,-500.00,-1500.00
868,671.89,-328.11
869,0.00,-1000.00
870,-596.80,-1596.80
871,17200.00,16200.00
872,9822.47,8822.47
873,0.00,-1000.00
874,-897.08,-1897.08
875,0.00,-1000.00
876,-777.92,-1777.92
877,-861.12,-1861.12
878,-489.70,-1489.70
879,-510.00,-1510.00
880,18470.00,17470.00
881,-175.60,-1175.60
882,13139.43,12139.43
883,-650.41,-1650.41
884,-200.00,-1200.00
885,-400.00,-1400.00
886,9929.77,8929.77
887,-514.00,-1514.00
888,-384.56,-1384.56
889,-731.91,-1731.91
890,1462.36,462.36
891,7659.28,6659.28
892,-100.00,-1100.00
893,-670.19,-1670.19
894,14471.20,13471.20
895,-974.40,-1974.40
896,-809.93,-1809.93
897,-100.00,-1100.00
898,-280.00,-1280.00
899,7949.44,6949.44
900,8813.08,7813.08
901,-906.65,-1906.65
902,-300.00,-1300.00
903,4068.00,3068.00
904,0.00,-1000.00
905,-280.00,-1280.00
906,-922.59,-1922.59
907,-838.00,-1838.00
908,-510.00,-1510.00
909,0.00,-1000.00
910,-84.66,-1084.66
911,0.00,-1000.00
912,7718.68,6718.68
913,-100.00,-1100.00
914,1487.81,487.81
915,0.00,-1000.00
916,8784.00,7784.00
917,0.00,-1000.00
918,0.00,-1000.00
919,-592.00,-1592.00
920,0.00,-1000.00
921,-370.00,-1370.00
922,0.00,-1000.00
